sample_id,split,text,true_label,prediction,probability,layer,layer_role,projection,strength_by_true_label,strength_by_prediction,logit_negative,logit_positive,logit_margin
943,train,말이 필요 없는 21세기형 막장드라마의 지존!,0,1,0.7206373,0,embedding,-0.1788026,0.1788026,-0.1788026,-0.37446374,0.5731614,0.94762516
944,train,중반부터 봤지만 정말 흥분되는 영화,1,1,0.98810333,0,embedding,0.41081536,0.41081536,0.41081536,-2.1789312,2.2406015,4.419533
945,train,이거 보고 욕 나오는거 겨우 참았다... 도대체 왜 만들었는지 모르겠네.,0,0,0.9764756,0,embedding,-0.67474926,0.67474926,0.67474926,1.8889971,-1.8369133,-3.7259104
946,train,벤허ㅠ 짱짱맨이에요 감동듸물결~~,1,1,0.9876609,0,embedding,0.44638842,0.44638842,0.44638842,-2.189072,2.1934981,4.3825703
947,train,오늘 밤 이 영화를 선택하지 않았으면 내 삶이 어떻게 되었을까?,1,1,0.9519854,0,embedding,0.758136,0.758136,0.758136,-1.4459978,1.5410476,2.9870453
948,train,"따뜻한 방안에서 귤까먹으며 보던 시절을 떠오르게 해주는 영화. 나홀로집에는 1,2가 명작",1,1,0.9864565,0,embedding,1.1017785,1.1017785,1.1017785,-2.1315646,2.156649,4.2882137
949,train,얘기 너무질질꺼는거 아닌가?지겨워 증말,0,0,0.97712225,0,embedding,-0.38828766,0.38828766,0.38828766,1.9041392,-1.850305,-3.7544441
950,train,10점 주기 아깝지 않은영화.,1,1,0.924257,0,embedding,-0.14977413,-0.14977413,-0.14977413,-1.1927575,1.3088869,2.5016444
951,train,실화는 무슨...멍멍이뿔이다.,0,0,0.9750783,0,embedding,0.29805782,-0.29805782,-0.29805782,1.8669811,-1.7997953,-3.6667764
952,train,이야기를 직접 들려주는 것 같은 영화,1,1,0.96060234,0,embedding,-0.006527491,-0.006527491,-0.006527491,-1.5423524,1.6515007,3.1938531
953,train,고전명작!,1,1,0.9868685,0,embedding,0.23417719,0.23417719,0.23417719,-2.1293755,2.1901472,4.319523
954,train,시대의 불편한 자화상을 냉철하게 통찰하다,0,1,0.80600387,0,embedding,0.5931153,-0.5931153,0.5931153,-0.602052,0.8221984,1.4242504
955,train,윌리엄 월레스가 있어서 지금의 스코틀랜드가 있지. 독립과 자유는 이렇게 소중한 것인데. 흠잡을데가 없다. 잊을만 하면 보고 또 보는 영화.,1,1,0.98611414,0,embedding,0.61802495,0.61802495,0.61802495,-2.1223507,2.1405509,4.2629013
956,train,.,0,1,0.5146281,0,embedding,-0.3039177,0.3039177,-0.3039177,0.018880066,0.07740917,0.058529105
957,train,보고나서 후회많이했었던 영화....짜증 그 자체였다,0,0,0.9769528,0,embedding,0.43620226,-0.43620226,-0.43620226,1.9041222,-1.8427721,-3.7468944
958,train,많은것을 깨닳게 해주는.~,1,1,0.88942695,0,embedding,0.46610737,0.46610737,0.46610737,-0.98780596,1.0970948,2.0849009
959,train,거울속 자신을 봐라!!!,1,1,0.5996756,0,embedding,-0.008234285,-0.008234285,-0.008234285,-0.098738134,0.30537546,0.4041136
960,train,징그럽기만 하고 내가 무식해서 그런가 재미는 하나도 없다.,0,0,0.97804797,0,embedding,-0.06848997,0.06848997,0.06848997,1.9300588,-1.8666428,-3.7967017
961,train,스티븐킹 원작중 2번째로 별로,0,0,0.9757346,0,embedding,-0.58238155,0.58238155,0.58238155,1.8714489,-1.8226893,-3.694138
962,train,피디가 프로그램이나 열심히 만들지 왜 지가 여론을 만들려고 하나 시청자를 멍청이로 보는가,0,0,0.97689295,0,embedding,0.40438807,-0.40438807,-0.40438807,1.9064344,-1.8378048,-3.7442393
963,train,이거만든 피디들 ..다 할복해라 ...돈만 처먹구..,0,0,0.9774769,0,embedding,-0.67474926,0.67474926,0.67474926,1.9202229,-1.8502079,-3.7704308
964,train,굳,1,1,0.5122481,0,embedding,1.4242392,1.4242392,1.4242392,0.02193556,0.070937864,0.049002305
965,train,이야 평 느낀게 나랑 다 비슷비슷하네 진짜 좋으면서도 식상한 소재로 잘가다가 중간부터 말아먹고 후반부엔 제작비라도 탕진했나 왜캐 구려지지ㅡㅡ 1점할려다 안타까움에 3점 주겠음,0,0,0.9770174,0,embedding,-0.6395601,0.6395601,0.6395601,1.9166515,-1.8331139,-3.7497654
966,train,평점 믿을게못됩니다 보는내내 손에땀을쥐면서봣고 가끔씩 개그요소가있어서 즐겁기도했습니다 평점보고 안보지말고 꼭한번씩보세요 명작입니다,1,1,0.98732704,0,embedding,0.23539609,0.23539609,0.23539609,-2.137106,2.2184284,4.3555346
967,train,진짜진짜종아요 굿굿굿굿,1,1,0.9873187,0,embedding,0.49867627,0.49867627,0.49867627,-2.1659157,2.1889467,4.354862
968,train,영웅본색을 아무데나 다 갖다 부치네 ㅡ.ㅡ;;;,0,0,0.9485417,0,embedding,0.48975107,-0.48975107,-0.48975107,1.5036517,-1.4105026,-2.9141543
969,train,총이 멋짐,1,1,0.9792358,0,embedding,0.0047448426,0.0047448426,0.0047448426,-1.9006102,1.9529301,3.8535404
970,train,"김대중, 김일성, 김정일이가 죽었지만, 부관참시로 반성하게 끔,,, 전라도와 경상좌빨, 개노빠를 전부 죽이는 일이 필요하다.",0,0,0.5743888,0,embedding,-0.23967281,0.23967281,0.23967281,0.240672,-0.059108194,-0.2997802
971,train,뭔 옛날영화라고 무턱대고 평점 높게 주냐...,0,0,0.94528157,0,embedding,-1.3948426,1.3948426,1.3948426,1.4897176,-1.3595642,-2.8492818
972,train,"똥개가<똥>을 싼후에,지 개똥을 지가 맛있게 먹는 모습을 보는 것이,이 영화(?)를 보는 것보다 더 재미있겠다...하도 어이가 없어서,감독 필모그래피를 봤는데,데뷔작이 단적비연수...그럼 그렇지...고럼 고뤠~왜 아니겠니?응?내 이럴줄 알았지~(웃음)",0,0,0.9701937,0,embedding,-0.7819222,0.7819222,0.7819222,1.7853208,-1.6974555,-3.4827762
973,train,글쎄 얘들이 보면 좋아 할려나?,0,0,0.974046,0,embedding,-0.8438153,0.8438153,0.8438153,1.8254455,-1.799687,-3.6251326
974,train,재미없다는 평에 기대는 안햇는데기대안하길 잘한거같다ㅠㅠ노재질 지루,0,0,0.9752647,0,embedding,0.11313329,-0.11313329,-0.11313329,1.889521,-1.78496,-3.674481
975,train,정말 대단한 감독이다.......그냥 느껴라,1,1,0.9812455,0,embedding,1.0874467,1.0874467,1.0874467,-1.951275,2.0061142,3.9573894
976,train,전작들보다 스케일도 줄어들고 잔인함도 줄어들고... 황당함은 늘었네.,0,0,0.9775083,0,embedding,-0.20875145,0.20875145,0.20875145,1.9184432,-1.8534209,-3.771864
977,train,또 게이.......... 이거 뭐 병,0,0,0.9744913,0,embedding,-0.25689518,0.25689518,0.25689518,1.8456073,-1.7972857,-3.6428928
978,train,이건 정말 재미있다. 주성치 천재 아닌가..? 서유기를 이런식으로도 풀어낼수 있구나..2편 빨리나와라..,1,1,0.9878919,0,embedding,-0.96342343,-0.96342343,-0.96342343,-2.191274,2.2104285,4.4017024
979,train,완전 재밋없음 ㅋㅋㅋ,0,0,0.9763082,0,embedding,0.3641213,-0.3641213,-0.3641213,1.8871891,-1.8314626,-3.7186518
980,train,한국어로 만들어진 이영화를 보면서 초난강이 얼마나 한국을사랑하는지 느끼게 되었다,1,1,0.97078043,0,embedding,0.028888956,0.028888956,0.028888956,-1.7154304,1.7878333,3.5032637
981,train,"아놀드,실베스타에비해포스가부족한노리스영감님",0,0,0.93961483,0,embedding,-0.034846187,0.034846187,0.034846187,1.4217257,-1.3230004,-2.7447262
982,train,우아함과 품위라는 막연한 단어가 한 인간으로 실사화 됨.,1,1,0.8412985,0,embedding,0.1825564,0.1825564,0.1825564,-0.77492213,0.8929994,1.6679215
983,train,"놀라운건 감독,음악,연출 모두 주걸륜이 만들었다는거..헐 천재였네",1,1,0.92540574,0,embedding,0.36552256,0.36552256,0.36552256,-1.2238512,1.2943178,2.518169
984,train,그냥 기분만 더러워지는 영화,0,0,0.9761571,0,embedding,-0.62817156,0.62817156,0.62817156,1.8764789,-1.835659,-3.712138
985,train,"정말 대작이군... 크라스가 아주 그냥,,,",1,1,0.98264515,0,embedding,1.0874467,1.0874467,1.0874467,-1.9970592,2.039317,4.036376
986,train,0점은 못주냐??,0,0,0.94106394,0,embedding,-1.2639031,1.2639031,1.2639031,1.4296652,-1.3408915,-2.7705567
987,train,공감하게 되는 영화네요,1,1,0.98639315,0,embedding,0.636278,0.636278,0.636278,-2.1109548,2.1725311,4.283486
988,train,그냥 노모야동이 200배 낫다,0,0,0.96477026,0,embedding,-0.62817156,0.62817156,0.62817156,1.6949985,-1.615001,-3.3099995
989,train,별 재미도 없는 저질 연극,0,0,0.97476214,0,embedding,-1.5273039,1.5273039,1.5273039,1.857358,-1.796489,-3.653847
990,train,네이버 평점은 정확하다.영화추천하는곳마저 외면해버린 영화..ㅋㅋ내시간이나돌려줘!,0,0,0.97576153,0,embedding,-0.69558215,0.69558215,0.69558215,1.8857075,-1.8095695,-3.695277
991,train,관객 한명ㅋㅋ 1점 드립니다,0,0,0.9750767,0,embedding,-0.83243644,0.83243644,0.83243644,1.8564469,-1.8102633,-3.6667101
992,train,영화보면서 화나기는 오랜만이네..대체 전편과 다른게 뭔가? 무서우면 가질 말던가 꼭 들여다보다 죽음을 자초하는 등장인물과 무슨 말을 해도 믿지 않는 부모를 보면서 그냥 전편을 떠올리며 화가 나네요.,0,0,0.9738254,0,embedding,0.5390606,-0.5390606,-0.5390606,1.8539884,-1.7624537,-3.6164422
993,train,앞으로 남은 인생 이 영화를 통해 인생자서전을 배워 어떤 삶을 살아야할지 알게되었다.,1,1,0.9770433,0,embedding,-0.10118516,-0.10118516,-0.10118516,-1.8619663,1.8889512,3.7509174
994,train,개인적으로 성룡영화 중에서 가장 웃기다!ㅎㅎㅎ,1,1,0.98127764,0,embedding,0.46665093,0.46665093,0.46665093,-1.9634556,1.9956819,3.9591374
995,train,두 번은 못보겠다... 치밀어 오르는 눈물과 분노 때문에....,1,0,0.9219518,0,embedding,0.07826345,0.07826345,-0.07826345,1.3030779,-1.1660879,-2.4691658
996,train,이 정도 평점받기엔... 조금 그렇지 않나 하는생각이...,0,0,0.9778381,0,embedding,-0.17001797,0.17001797,0.17001797,1.9247594,-1.8622097,-3.7869692
997,train,불쾌해진다. 철없는 연출자의 호구인증.,0,0,0.9760568,0,embedding,-0.1765292,0.1765292,0.1765292,1.8826731,-1.825165,-3.707838
998,train,줄거리가 잘못됐군요. 아화는 대만이 아니라 홍콩의 란타우섬에 삽니다.,1,0,0.52396715,0,embedding,-0.07211357,-0.07211357,0.07211357,0.1415031,0.045560997,-0.095942095
999,train,에프엑스분량이 짜다!,0,0,0.9766302,0,embedding,-0.50125724,0.50125724,0.50125724,1.8908068,-1.8418559,-3.7326627
0,val,원본이 최고,1,1,0.98235947,0,embedding,0.053005435,0.053005435,0.053005435,-1.9744412,2.0453148,4.019756
1,val,스릴감과 훈훈함이 있는 영화.,1,1,0.98775035,0,embedding,0.006161852,0.006161852,0.006161852,-2.1672242,2.2227063,4.3899307
2,val,굉장히 저평가되는 영화중 하나라고 생각함,1,1,0.9871237,0,embedding,0.7072487,0.7072487,0.7072487,-2.1524222,2.1869893,4.3394117
3,val,정말영화같은이야기 영화여서 영화같은이야기가 좋다,1,1,0.98075485,0,embedding,1.0874467,1.0874467,1.0874467,-1.901185,2.029878,3.931063
4,val,계기도없는데 이상하다,0,0,0.91227305,0,embedding,-0.68455386,0.68455386,0.68455386,1.2141807,-1.1275291,-2.3417099
5,val,주지훈이 노래부른거에 1점 나머지는 음슴..,0,0,0.9767691,0,embedding,-0.20865244,0.20865244,0.20865244,1.9053073,-1.8334577,-3.738765
6,val,진짜 이거 찍은 필름값이 아깜다...,0,0,0.9761513,0,embedding,0.49867627,-0.49867627,-0.49867627,1.8736731,-1.8382148,-3.7118878
7,val,코믹 환상 모험극. 다 좋은데 영화 찍자고 동물학대를..,0,0,0.959082,0,embedding,-0.039057285,0.039057285,0.039057285,1.6463356,-1.5080706,-3.154406
8,val,뭐지 이 믿을 수 없이 높은 평점은,0,1,0.6510188,0,embedding,-0.58066714,0.58066714,-0.58066714,-0.22233438,0.40118596,0.6235204
9,val,여성적 감성으로 거친 남성적 페루의 근대사의 소용돌이를 포옹한 감동의 대서사시 강추합니다.,1,1,0.98686266,0,embedding,-0.13312829,-0.13312829,-0.13312829,-2.132912,2.1861598,4.319072
10,val,작위적인 연출과 공감하기 힘든 감동요소... 상당히 별로였다.,0,0,0.9768643,0,embedding,-0.02536051,0.02536051,0.02536051,1.893194,-1.8497735,-3.7429676
11,val,"일단 말이안된다, 전투기가 미사일을 맞았음에도, 일부만 파손된다는건 아주 말이안되고, 미사일맞고 전투기가 바다로 꼬라 박았는데,어찌 기체손상이없고, 조종사가 살수있는지 이건 도무지 말이안된다, 좀 디테일하게 사실적으로 그렸으면 좋았을듯하다...",0,0,0.944806,0,embedding,-0.461591,0.461591,0.461591,1.4883332,-1.3517905,-2.8401237
12,val,엄청 재밌음 ㅋㅋㅋㅋ 코드가 맞는듯,1,1,0.98811823,0,embedding,0.60899913,0.60899913,0.60899913,-2.1768935,2.2439015,4.420795
13,val,대인기피 사회불안 알게머야 머그런 정신병인듯. 인상적인 것은 세상 모든 사람이 악마로 보이는 환영이 꽤 잘 묘사됨. 모든 사람을 믿을 수 없는 화병을 조금이라도 연상한다면 그런 환영이 금방 공감될듯.,1,1,0.94766366,0,embedding,0.26725972,0.26725972,0.26725972,-1.403896,1.4924128,2.896309
14,val,정말재미없다 결말부터가 개황당,0,0,0.9766593,0,embedding,1.0874467,-1.0874467,-1.0874467,1.8918092,-1.8421335,-3.7339427
15,val,하나님의 사랑을 다시 경험할 수 있는 시간이었습니다.,1,1,0.9808086,0,embedding,0.8398093,0.8398093,0.8398093,-1.9610682,1.9728497,3.933918
16,val,나에게 신선한 충격을 준 영화,0,1,0.98300177,0,embedding,0.71501845,-0.71501845,0.71501845,-1.9908341,2.0666707,4.0575047
17,val,구가의서 최고,1,1,0.98491955,0,embedding,-0.14279053,-0.14279053,-0.14279053,-2.0578904,2.1212733,4.179164
18,val,역시승기일세~♥.♥,1,1,0.98084545,0,embedding,-0.009904683,-0.009904683,-0.009904683,-1.9406642,1.9952116,3.935876
19,val,tv 전기세가 아까웠던 영화!,0,0,0.9761815,0,embedding,-0.40725487,0.40725487,0.40725487,1.8729143,-1.8402712,-3.7131855
20,val,밑에 잼없다는 사람 모뇽 진짜 재밌음 내용짱! 오늘봤는데 완전 강추,1,1,0.9874235,0,embedding,-0.38700682,-0.38700682,-0.38700682,-2.150614,2.2126596,4.3632736
21,val,전편을 재밌게봐서 기대가 너무컸나보다. 그 나이에 섹스광인 부모들도 정서에 안맞고,0,0,0.9645981,0,embedding,-0.20875145,0.20875145,0.20875145,1.7056316,-1.5993133,-3.304945
22,val,독재를 그 시대 사람의 눈으로 그려낸 영화.,1,1,0.9814053,0,embedding,-0.06417502,-0.06417502,-0.06417502,-1.9632812,2.002826,3.9661071
23,val,이런거 한달후면 투니버스에.. 나는 공짜로 봤지요~ 푸컄캬캬캬컄컄컄,0,0,0.9171403,0,embedding,-1.0860436,1.0860436,1.0860436,1.2712861,-1.1328253,-2.4041114
24,val,평점에 낚였네요. 수도사는 제이슨 스타뎀인데 재미도 없고 대사도 거의 없음.,0,0,0.9771786,0,embedding,0.23539609,-0.23539609,-0.23539609,1.9064648,-1.850505,-3.75697
25,val,일본 야동보다 더 저질이다,0,0,0.9768987,0,embedding,-0.2314181,0.2314181,0.2314181,1.8916544,-1.8528416,-3.7444959
26,val,너무 감동적이었어요여운이 남네요...ㅠㅠㅠ,1,1,0.9878671,0,embedding,0.61007595,0.61007595,0.61007595,-2.173444,2.2261896,4.3996334
27,val,처음26살에이영화보구펑펑울었어요.내용도잘모르고므슨뜻인지도모르고..두번째28살에보구또펑펑울었네요그땐깊이가생겼었는지..세번째30살에또보니그냥눈가에이슬이맺히는정도..이젠맘이복잡하거나사는게싫어지려면꼭이영화를봅니다,1,1,0.98466206,0,embedding,0.3034709,0.3034709,0.3034709,-2.0694962,2.0924726,4.1619687
28,val,"'난징,난징'만큼의 영화는 아니다.",0,0,0.63613623,0,embedding,-0.35023394,0.35023394,0.35023394,0.3969324,-0.16170105,-0.55863345
29,val,1점도아깝다.진짜 연기도존나못하고.이거 때문에 간츠원작을 안볼라햇다..정말 별로;;,0,0,0.9773795,0,embedding,-1.2245831,1.2245831,1.2245831,1.9102447,-1.8557767,-3.7660213
30,val,망한집이 에어컨이랑 냉장고봐라..헐~ㅋ,0,0,0.97409624,0,embedding,-0.08388381,0.08388381,0.08388381,1.8419387,-1.7851831,-3.627122
31,val,완전 대박 스트리트 나이트 완전멋짐 액션영화 추천 하시기 바랍니다.,1,1,0.9869856,0,embedding,0.3641213,0.3641213,0.3641213,-2.1589687,2.1696317,4.3286004
32,val,성의 노리게??? 분명 선택은 본인이 한 것이지...,0,0,0.68518406,0,embedding,-0.11514086,0.11514086,0.11514086,0.44669306,-0.33100626,-0.77769935
33,val,뭐야. 이 찬사는 ... 나도 보고싶어,1,1,0.89197505,0,embedding,-1.2047184,-1.2047184,-1.2047184,-0.98984456,1.1212319,2.1110764
34,val,이곳이바로 알바천국??,0,0,0.96610373,0,embedding,-0.17001797,0.17001797,0.17001797,1.7009407,-1.6490253,-3.349966
35,val,조금명작인영화 요즘공포영화보단 확실히 5~20년전 공포영화가 무서움,1,1,0.9833524,0,embedding,0.05632001,0.05632001,0.05632001,-2.010152,2.0685525,4.078705
36,val,아~ 이게무슨 장난이냐 임권택 할배,0,0,0.94174343,0,embedding,-0.45755553,0.45755553,0.45755553,1.4513814,-1.3314941,-2.7828755
37,val,감동이고 뭐고 재미없는건 사실임. 재미없는걸없다고하는데 그게 할아버지를모욕하는건아니잖아? 영화를 오직감동적인요소로만 보라고 강요하라는건 아니지. 난 그냥 이영화 끝까지 다보는게상당히힘들었음. 그래서 내가 느낀그대로말하는거임,0,0,0.92018205,0,embedding,1.6401386,-1.6401386,-1.6401386,1.2862648,-1.1585581,-2.4448228
38,val,여자 걸그룹이 이쁨,1,1,0.7462533,0,embedding,0.03843023,0.03843023,0.03843023,-0.4544678,0.62426096,1.0787288
39,val,이래서 스토리가 중요하다... 도데체 무슨 이런 쓰레기 스토리가..,0,0,0.9778867,0,embedding,-0.33339417,0.33339417,0.33339417,1.9281046,-1.8611053,-3.7892098
40,val,최악 !! 절대보면 후회 !,0,0,0.9744641,0,embedding,-0.2601867,0.2601867,0.2601867,1.8521721,-1.7896302,-3.6418023
41,val,지루하게 흘려간다,0,0,0.97566175,0,embedding,0.12006479,-0.12006479,-0.12006479,1.8613175,-1.8297498,-3.6910672
42,val,재밌게봤음. 일본 소재뽑는 능력은..진짜..대단함. 2편도 기대되는데.,1,1,0.98703825,0,embedding,1.4468839,1.4468839,1.4468839,-2.1413343,2.1913748,4.3327093
43,val,이런 영화 만드는 건 돈낭비,0,0,0.9770718,0,embedding,-0.8442715,0.8442715,0.8442715,1.9024659,-1.8497287,-3.7521946
44,val,깡패세계만큼이나 욕을 많이 하는 곳이 정치판이 아닐까??,1,1,0.8032403,0,embedding,-0.36449844,-0.36449844,-0.36449844,-0.6093954,0.7972754,1.4066708
45,val,안 봤는데 걍 심심해서 1점드림,0,0,0.97569,0,embedding,-0.38652554,0.38652554,0.38652554,1.8642725,-1.827987,-3.6922593
46,val,생각보다 너무 재밌어서 놀랬다,1,1,0.9878619,0,embedding,0.859862,0.859862,0.859862,-2.1576207,2.2415726,4.3991933
47,val,good,1,1,0.5043362,0,embedding,-0.69116557,-0.69116557,-0.69116557,0.040939115,0.05828446,0.017345347
48,val,"영화라기엔 재미가 없고, 다큐라기엔 깊이가 없다. 문제가 그것뿐이 아닐텐데? 당장 범죄를 저지른 목회자가 한둘이냐",0,0,0.9768747,0,embedding,0.5390606,-0.5390606,-0.5390606,1.9086745,-1.8347577,-3.743432
49,val,원작이랑 비교하면 너무 별로다솔직히 엄브릿지 너무 착해보임. 거기다 말하는 것도 엄브릿지 특유의 악한 기운이 없음. 이게 재밌다고 하면 진짜 백퍼 원작 않읽은거구만,0,0,0.97628194,0,embedding,-0.019055888,0.019055888,0.019055888,1.8979675,-1.8195472,-3.7175145
50,val,이렇게 사랑할 수 있을까..???,1,1,0.9684086,0,embedding,-0.19616988,-0.19616988,-0.19616988,-1.7016474,1.7211201,3.4227676
51,val,예전에 티비로 본게 이거였구나...끝내주는 액션..,1,1,0.8143261,0,embedding,0.27444446,0.27444446,0.27444446,-0.6443044,0.83406466,1.478369
52,val,폭삭 늙어버린 카메런 맥력하나도 없넹. 톰이 아까워,0,0,0.97677386,0,embedding,-0.30481052,0.30481052,0.30481052,1.9072542,-1.8317236,-3.738978
53,val,스트레스를 날리고 싶다면 난 당연히 럭키루이를 본다,1,1,0.6154792,0,embedding,0.5486402,0.5486402,0.5486402,-0.13941689,0.33098638,0.47040325
54,val,거창한 우연이 참으로 많았던 작품,0,1,0.9854021,0,embedding,-0.6093197,0.6093197,-0.6093197,-2.0768502,2.1353266,4.212177
55,val,김강우 드라마 해운대연인들 난 마지막회까지 본방사수해서 봤는데 나름 저한테 완전재밌엇음 못보신분들 올레티비 로 다시보세요 김강우 캐릭터 호감가는 귀여운 캐릭터 ㅎ[나 이런감정처음이야] 명대사 김강우대사,1,1,0.98729914,0,embedding,-0.26624164,-0.26624164,-0.26624164,-2.1499305,2.2033713,4.353302
56,val,김태식 감독. 학교 다닐 때 공부 별로 못했을 거 같다. 조금씩 좋아지고 있는 것 같기는 하다. 자기 좋을 스토리 만들지 말고 남이 좋을 스토리를 만들어 봐라.,0,0,0.8539762,0,embedding,-0.5643636,0.5643636,0.5643636,0.95418215,-0.81195164,-1.7661338
57,val,애인과 밨는데 여자친구 자고 저는 여자친구만 보고 있던 영화에요 완전 재미없어요,0,0,0.97682136,0,embedding,-0.3365001,0.3365001,0.3365001,1.9103348,-1.8307375,-3.7410722
58,val,재밌다 더록과 데몰리션맨 007을 재밌게 보아 이영화도 보았는데 재밌다,1,1,0.9877757,0,embedding,1.4468839,1.4468839,1.4468839,-2.1701357,2.2218976,4.3920336
59,val,관객평점이 10점만점에 10점이냐?,0,0,0.9661981,0,embedding,-0.83243644,0.83243644,0.83243644,1.7152624,-1.6375883,-3.3528507
60,val,최고다 최고,1,1,0.9828651,0,embedding,0.478785,0.478785,0.478785,-1.975555,2.0737965,4.0493517
61,val,영화가 전체적으로 톤이 어둡고 이야기를 보여주는게 아니라 말(해설)로 다 푸는 영화네요...애들에게 보여줄만 하지 않아요~~어둔운 부분은 좀 과하게 으스스해서 애들 꿈에 나올까 걱정입니다..,0,0,0.9643667,0,embedding,0.5390606,-0.5390606,-0.5390606,1.723348,-1.5748408,-3.2981887
62,val,개소리지꺼리지마 변태년들아,0,0,0.80593437,0,embedding,-1.2059389,1.2059389,1.2059389,0.7736592,-0.65014684,-1.4238061
63,val,절망과 슬픔 속에서도 자신을 챙겨야만하는 삶의 잔인함을 거부한 비참함에 대하여,1,1,0.9642078,0,embedding,0.69543993,0.69543993,0.69543993,-1.620637,1.6729388,3.2935758
64,val,불륜장면 없으면 아이들한테 교육용으로라도 보게 하지 이게 뭔 지루한 영화래..,0,0,0.9770158,0,embedding,-0.33367217,0.33367217,0.33367217,1.9092996,-1.8403965,-3.7496963
65,val,해피앤딩. 몇년 후에 또 봐야지.,1,1,0.90220934,0,embedding,-0.64303905,-0.64303905,-0.64303905,-1.0466964,1.1753213,2.2220178
66,val,"올스타 소방대장과 소방팀 그리고 폴뉴먼형의 고군분투.,그리고 찌질대는 사위와 옹기종기 모여있는 사람들의 탈출기* 소방대장 헬기작전 대박 ㅋ",1,1,0.98069876,0,embedding,0.23639742,0.23639742,0.23639742,-1.9381258,1.9899708,3.9280968
67,val,초반에는 뭔말인지 못알아듣는다. 전문용어가 너무 많이나온다. 하지만 보다보면 이해가 되고 영화의 공포스런 분위기도 잘 살아난다. 고립된 공간에서의 공포를 좋아한다면 아주 재밋는 영화. 원래 7점 주려고했는데 평점이 낮아서 10점준다.,1,1,0.987598,0,embedding,0.07969633,0.07969633,0.07969633,-2.1567075,2.2207077,4.377415
68,val,정말 엽기스런 장학우의 모습..사람 망가지는 거 순식간임ㅠ.ㅠ,0,0,0.8069951,0,embedding,1.0874467,-1.0874467,-1.0874467,0.78395826,-0.6466435,-1.4306018
69,val,사람 울리는 벤지의 대 활약,1,1,0.94543356,0,embedding,0.22597161,0.22597161,0.22597161,-1.3786092,1.4736158,2.8522248
70,val,바보상자 잔잔하니 좋네요.,1,1,0.98443234,0,embedding,-0.11938797,-0.11938797,-0.11938797,-2.0527456,2.0941255,4.146871
71,val,이런거 투자는 왜하는거지????배우가 너무 아깝다...,0,0,0.9779863,0,embedding,-1.0860436,1.0860436,1.0860436,1.9179935,-1.8758372,-3.7938309
72,val,못보신분은꼬옥보세여,1,1,0.91979694,0,embedding,0.017549604,0.017549604,0.017549604,-1.1548196,1.2847722,2.439592
73,val,내가지금까지 영화라고 봐왔던건 뭐였지;; 진짜 진심 이건 명작이다,1,1,0.98730844,0,embedding,0.51667976,0.51667976,0.51667976,-2.1571236,2.1969268,4.3540506
74,val,석호필 나온다ㅋㅋㅋ,0,0,0.54784447,0,embedding,-0.29362974,0.29362974,0.29362974,0.22324927,0.031283937,-0.19196534
75,val,저런 극적인 삶을원한다면 배부른소리겠지...,1,0,0.957142,0,embedding,-0.5462354,-0.5462354,0.5462354,1.5958028,-1.510257,-3.1060598
76,val,너무 재미있어음 ㅋㅋ 허비가 너무착하다 ㅇㅂㅇ,1,1,0.9877007,0,embedding,0.61007595,0.61007595,0.61007595,-2.177856,2.207978,4.3858337
77,val,당시 델타시티 보고 어른되면 진짜 저렇게 될줄알앗는데..,1,1,0.9395645,0,embedding,0.23034653,0.23034653,0.23034653,-1.3393439,1.4044961,2.74384
78,val,박유천때문에 보는ㄴ내내 짜증낫다 오랫동안 같이 배를 탄 사람들을 버리고 깔짝본 여자때문에 모두를 죽인다니 암걸리는줄 알앗다,0,0,0.97620255,0,embedding,0.286878,-0.286878,-0.286878,1.8957388,-1.8183526,-3.7140913
79,val,감동먹었음 보면서 울었음 ㅠㅠ 맨끝부분에여,1,1,0.9866534,0,embedding,1.6401386,1.6401386,1.6401386,-2.1347091,2.1683452,4.3030543
80,val,내용전개가 너무나 느리다........,0,0,0.9773152,0,embedding,-0.3947528,0.3947528,0.3947528,1.9092695,-1.8538451,-3.7631145
81,val,"""와 내가 어디가서 평점 안다는데, 한여자를 썸타는 남자 3명이야기라하 지들 속사정은 그렇다치고, 막장 스토리...하아...!오토바이 불탈땐 중국산이라고 생각들었고마지막 롬(끝판왕)이 여자고수에게""""너 좀 살찐거같다""""하..스토리막장.""",0,0,0.9754259,0,embedding,-0.05157271,0.05157271,0.05157271,1.8841221,-1.7970606,-3.6811829
82,val,여 AV들 가슴은 O 얼굴은 X,0,0,0.9734778,0,embedding,-0.66348165,0.66348165,0.66348165,1.8403747,-1.7625184,-3.602893
83,val,가슴이 먹먹해지는 그런영화.. 볼만합니다.,1,1,0.988057,0,embedding,1.0955244,1.0955244,1.0955244,-2.1883988,2.2271957,4.4155946
84,val,짐작대로 그만큼. 흠흠.,0,0,0.9541376,0,embedding,0.27107978,-0.27107978,-0.27107978,1.5595223,-1.4756403,-3.0351624
85,val,이거싸구려구만,0,0,0.97538006,0,embedding,-0.67474926,0.67474926,0.67474926,1.8677725,-1.8115002,-3.6792727
86,val,이 드라마와 함께 한국 농구 붐 업,1,1,0.81051606,0,embedding,-0.17001797,-0.17001797,-0.17001797,-0.62281454,0.8305527,1.4533672
